ticker,date,open,high,low,close
THETA,2018-03-08,0.1693,0.1693,0.1307,0.1369
THETA,2018-03-09,0.137,0.1746,0.1228,0.1682
THETA,2018-03-10,0.1666,0.1803,0.1487,0.1637
THETA,2018-03-11,0.1634,0.1954,0.1634,0.1825
THETA,2018-03-12,0.1825,0.1825,0.1603,0.1669
THETA,2018-03-13,0.1669,0.1687,0.1568,0.1631
THETA,2018-03-14,0.1632,0.1632,0.1399,0.1472
THETA,2018-03-15,0.1468,0.1531,0.14,0.1465
THETA,2018-03-16,0.1467,0.1497,0.1429,0.1463
THETA,2018-03-17,0.1458,0.1458,0.1382,0.1422
THETA,2018-03-18,0.1422,0.1487,0.1315,0.1401
THETA,2018-03-19,0.1397,0.156,0.1397,0.1482
THETA,2018-03-20,0.1484,0.1646,0.1451,0.1552
THETA,2018-03-21,0.1547,0.1634,0.1491,0.1544
THETA,2018-03-22,0.1543,0.1543,0.1427,0.1486
THETA,2018-03-23,0.1484,0.1602,0.1469,0.1516
THETA,2018-03-24,0.1519,0.1519,0.1409,0.1444
THETA,2018-03-25,0.1445,0.1486,0.1415,0.1445
THETA,2018-03-26,0.1444,0.1444,0.1282,0.1314
THETA,2018-03-27,0.1317,0.1341,0.1242,0.1282
THETA,2018-03-28,0.1285,0.1373,0.1285,0.1335
THETA,2018-03-29,0.1334,0.1334,0.1151,0.1182
THETA,2018-03-30,0.1181,0.1181,0.1121,0.1159
THETA,2018-03-31,0.116,0.1208,0.114,0.1164
THETA,2018-04-01,0.1167,0.1167,0.1074,0.1083
THETA,2018-04-02,0.1085,0.1176,0.1076,0.1145
THETA,2018-04-03,0.1146,0.1229,0.1146,0.1192
THETA,2018-04-04,0.1192,0.1192,0.1038,0.1088
THETA,2018-04-05,0.1089,0.1121,0.1035,0.1072
THETA,2018-04-06,0.107,0.1091,0.09919,0.1009
THETA,2018-04-07,0.1007,0.1065,0.1007,0.104
THETA,2018-04-08,0.104,0.1085,0.104,0.1053
THETA,2018-04-09,0.1053,0.1105,0.09967,0.1061
THETA,2018-04-10,0.1061,0.1102,0.1033,0.1051
THETA,2018-04-11,0.1051,0.1179,0.1051,0.1136
THETA,2018-04-12,0.1136,0.1348,0.1136,0.1254
THETA,2018-04-13,0.1255,0.1339,0.1231,0.125
THETA,2018-04-14,0.1251,0.1297,0.1176,0.1216
THETA,2018-04-15,0.1216,0.1303,0.1216,0.1253
THETA,2018-04-16,0.1252,0.1252,0.1119,0.1176
THETA,2018-04-17,0.1176,0.1192,0.1119,0.1171
THETA,2018-04-18,0.1171,0.1256,0.1171,0.1242
THETA,2018-04-19,0.1242,0.1473,0.1242,0.1386
THETA,2018-04-20,0.1383,0.1581,0.1383,0.1448
THETA,2018-04-21,0.1448,0.1523,0.1345,0.1461
THETA,2018-04-22,0.146,0.1629,0.142,0.1517
THETA,2018-04-23,0.1519,0.1597,0.1473,0.1494
THETA,2018-04-24,0.1484,0.1672,0.1484,0.1587
THETA,2018-04-25,0.1589,0.1589,0.1247,0.1308
THETA,2018-04-26,0.1305,0.1503,0.1305,0.147
THETA,2018-04-27,0.1471,0.1471,0.1331,0.1331
THETA,2018-04-28,0.1331,0.1466,0.1331,0.1439
THETA,2018-04-29,0.144,0.1555,0.1439,0.148
THETA,2018-04-30,0.1479,0.1499,0.1421,0.1431
THETA,2018-05-01,0.1431,0.1431,0.1366,0.1411
THETA,2018-05-02,0.1411,0.1524,0.1411,0.1467
THETA,2018-05-03,0.1467,0.1909,0.1467,0.1743
THETA,2018-05-04,0.1744,0.1926,0.1684,0.1761
THETA,2018-05-05,0.1763,0.18,0.1668,0.1678
THETA,2018-05-06,0.1681,0.1734,0.154,0.1649
THETA,2018-05-07,0.165,0.2166,0.154,0.2111
THETA,2018-05-08,0.2112,0.2218,0.1869,0.1995
THETA,2018-05-09,0.199,0.2188,0.186,0.2188
THETA,2018-05-10,0.2183,0.2298,0.2039,0.2168
THETA,2018-05-11,0.2169,0.2169,0.1688,0.18
THETA,2018-05-12,0.1798,0.2008,0.1596,0.1863
THETA,2018-05-13,0.1863,0.2031,0.1798,0.1911
THETA,2018-05-14,0.1911,0.2369,0.184,0.2367
THETA,2018-05-15,0.2367,0.2441,0.2162,0.2344
THETA,2018-05-16,0.2344,0.2475,0.2211,0.2402
THETA,2018-05-17,0.24,0.24,0.2052,0.2086
THETA,2018-05-18,0.2085,0.2355,0.2059,0.2339
THETA,2018-05-19,0.2339,0.2407,0.2218,0.2275
THETA,2018-05-20,0.2274,0.2402,0.2257,0.2279
THETA,2018-05-21,0.2279,0.2323,0.2073,0.2219
THETA,2018-05-22,0.222,0.222,0.1993,0.2015
THETA,2018-05-23,0.2013,0.2013,0.1617,0.1734
THETA,2018-05-24,0.1735,0.1848,0.1631,0.1777
THETA,2018-05-25,0.1775,0.1793,0.1678,0.1686
THETA,2018-05-26,0.1686,0.1693,0.1614,0.1658
THETA,2018-05-27,0.1655,0.1729,0.1593,0.1631
THETA,2018-05-28,0.1631,0.1681,0.1558,0.162
THETA,2018-05-29,0.1618,0.221,0.1618,0.1951
THETA,2018-05-30,0.1954,0.2975,0.193,0.2866
THETA,2018-05-31,0.29,0.2983,0.2248,0.2458
THETA,2018-06-01,0.2459,0.2761,0.2319,0.263
THETA,2018-06-02,0.2624,0.2714,0.2438,0.2544
THETA,2018-06-03,0.2544,0.2755,0.2544,0.2688
THETA,2018-06-04,0.2686,0.2786,0.2456,0.2553
THETA,2018-06-05,0.2553,0.2648,0.246,0.2597
THETA,2018-06-06,0.2597,0.2703,0.2531,0.2559
THETA,2018-06-07,0.2559,0.2609,0.2367,0.2391
THETA,2018-06-08,0.2391,0.2419,0.2293,0.2313
THETA,2018-06-09,0.2313,0.2313,0.2026,0.2081
THETA,2018-06-10,0.2081,0.2081,0.1753,0.1781
THETA,2018-06-11,0.1784,0.214,0.1784,0.2019
THETA,2018-06-12,0.2019,0.2019,0.1756,0.1814
THETA,2018-06-13,0.1815,0.1815,0.155,0.1627
THETA,2018-06-14,0.1627,0.1774,0.1627,0.1738
THETA,2018-06-15,0.1737,0.1737,0.1597,0.1617
THETA,2018-06-16,0.1616,0.1686,0.1616,0.1653
THETA,2018-06-17,0.1652,0.1654,0.1582,0.1591
THETA,2018-06-18,0.1591,0.1663,0.1536,0.1603
THETA,2018-06-19,0.1605,0.1618,0.1513,0.1527
THETA,2018-06-20,0.1528,0.1556,0.1462,0.1483
THETA,2018-06-21,0.1483,0.1685,0.1468,0.1532
THETA,2018-06-22,0.1532,0.1532,0.1238,0.1256
THETA,2018-06-23,0.1256,0.1325,0.1234,0.1244
THETA,2018-06-24,0.1244,0.1504,0.1114,0.1375
THETA,2018-06-25,0.1373,0.1755,0.1322,0.1606
THETA,2018-06-26,0.1604,0.1839,0.1474,0.1539
THETA,2018-06-27,0.154,0.1868,0.1525,0.1635
THETA,2018-06-28,0.1635,0.1635,0.1352,0.139
THETA,2018-06-29,0.139,0.169,0.1388,0.1593
THETA,2018-06-30,0.1598,0.1725,0.1557,0.1628
THETA,2018-07-01,0.1628,0.1662,0.153,0.1619
THETA,2018-07-02,0.1619,0.1709,0.1601,0.1636
THETA,2018-07-03,0.1636,0.1748,0.1593,0.1637
THETA,2018-07-04,0.1636,0.1682,0.1584,0.1631
THETA,2018-07-05,0.1631,0.1678,0.1521,0.154
THETA,2018-07-06,0.154,0.1641,0.1491,0.1573
THETA,2018-07-07,0.1573,0.1637,0.1548,0.1608
THETA,2018-07-08,0.1608,0.1608,0.1532,0.1573
THETA,2018-07-09,0.1573,0.1573,0.143,0.1434
THETA,2018-07-10,0.1434,0.1434,0.1286,0.1295
THETA,2018-07-11,0.1296,0.1328,0.1217,0.1288
THETA,2018-07-12,0.1288,0.1336,0.1203,0.1281
THETA,2018-07-13,0.1282,0.1359,0.1232,0.1244
THETA,2018-07-14,0.1245,0.1297,0.1235,0.126
THETA,2018-07-15,0.126,0.1331,0.126,0.1299
THETA,2018-07-16,0.13,0.1498,0.13,0.1473
THETA,2018-07-17,0.1473,0.1646,0.1473,0.1585
THETA,2018-07-18,0.1584,0.1632,0.1549,0.1569
THETA,2018-07-19,0.157,0.159,0.1458,0.1474
THETA,2018-07-20,0.1474,0.1474,0.1292,0.1295
THETA,2018-07-21,0.1295,0.1406,0.1295,0.1378
THETA,2018-07-22,0.1375,0.1384,0.1307,0.1325
THETA,2018-07-23,0.1326,0.1445,0.13,0.1442
THETA,2018-07-24,0.1445,0.1577,0.1351,0.1363
THETA,2018-07-25,0.1365,0.1498,0.1324,0.1431
THETA,2018-07-26,0.1431,0.1431,0.1321,0.1335
THETA,2018-07-27,0.1335,0.1385,0.1329,0.1331
THETA,2018-07-28,0.133,0.1348,0.1296,0.1314
THETA,2018-07-29,0.1314,0.1348,0.1291,0.1332
THETA,2018-07-30,0.1333,0.1333,0.124,0.127
THETA,2018-07-31,0.1269,0.1269,0.1114,0.1128
THETA,2018-08-01,0.1126,0.1156,0.1091,0.1138
THETA,2018-08-02,0.1139,0.1139,0.106,0.1065
THETA,2018-08-03,0.1065,0.1151,0.1014,0.1111
THETA,2018-08-04,0.1112,0.1112,0.1012,0.1079
THETA,2018-08-05,0.1081,0.1272,0.1077,0.1207
THETA,2018-08-06,0.1207,0.1207,0.1106,0.1163
THETA,2018-08-07,0.1163,0.1163,0.1066,0.1072
THETA,2018-08-08,0.1072,0.1106,0.1002,0.1025
THETA,2018-08-09,0.1025,0.1154,0.1025,0.108
THETA,2018-08-10,0.108,0.108,0.09692,0.09895
THETA,2018-08-11,0.09875,0.1003,0.0819,0.08465
THETA,2018-08-12,0.08465,0.08776,0.08334,0.08359
THETA,2018-08-13,0.08358,0.08524,0.07366,0.07378
THETA,2018-08-14,0.07391,0.07391,0.06113,0.06627
THETA,2018-08-15,0.06627,0.07071,0.06387,0.06519
THETA,2018-08-16,0.06519,0.06994,0.06406,0.06703
THETA,2018-08-17,0.06722,0.0957,0.06722,0.09353
THETA,2018-08-18,0.09399,0.09399,0.0727,0.07604
THETA,2018-08-19,0.07604,0.08752,0.07604,0.08459
THETA,2018-08-20,0.08459,0.08459,0.0721,0.07292
THETA,2018-08-21,0.07292,0.07952,0.07292,0.07569
THETA,2018-08-22,0.07569,0.0762,0.07124,0.07124
THETA,2018-08-23,0.0713,0.0903,0.0713,0.0835
THETA,2018-08-24,0.0835,0.1194,0.08286,0.1086
THETA,2018-08-25,0.1084,0.1124,0.1023,0.1046
THETA,2018-08-26,0.1046,0.1046,0.09543,0.09664
THETA,2018-08-27,0.09664,0.1073,0.09664,0.1017
THETA,2018-08-28,0.102,0.1111,0.102,0.1057
THETA,2018-08-29,0.1057,0.1077,0.09943,0.1032
THETA,2018-08-30,0.1032,0.1046,0.09749,0.1018
THETA,2018-08-31,0.1017,0.1044,0.09936,0.1003
THETA,2018-09-01,0.1003,0.108,0.1003,0.1066
THETA,2018-09-02,0.1066,0.1087,0.1027,0.1049
THETA,2018-09-03,0.1049,0.1151,0.1024,0.108
THETA,2018-09-04,0.108,0.1173,0.1078,0.1111
THETA,2018-09-05,0.111,0.111,0.08797,0.08864
THETA,2018-09-06,0.08817,0.09447,0.08431,0.09415
THETA,2018-09-07,0.09421,0.0947,0.08617,0.09021
THETA,2018-09-08,0.0903,0.09102,0.08494,0.08606
THETA,2018-09-09,0.08612,0.08717,0.08286,0.08436
THETA,2018-09-10,0.08436,0.08658,0.08285,0.08589
THETA,2018-09-11,0.08589,0.08675,0.07976,0.08197
THETA,2018-09-12,0.08197,0.08251,0.07452,0.08099
THETA,2018-09-13,0.08099,0.08745,0.08099,0.08453
THETA,2018-09-14,0.08453,0.08536,0.08101,0.08296
THETA,2018-09-15,0.08295,0.08459,0.08153,0.08342
THETA,2018-09-16,0.08349,0.08479,0.08109,0.08453
THETA,2018-09-17,0.08408,0.08898,0.07896,0.08265
THETA,2018-09-18,0.08284,0.08822,0.08079,0.08231
THETA,2018-09-19,0.08225,0.08926,0.08225,0.08843
THETA,2018-09-20,0.0883,0.09004,0.08601,0.08809
THETA,2018-09-21,0.08809,0.0946,0.08791,0.09203
THETA,2018-09-22,0.09203,0.09203,0.08617,0.08779
THETA,2018-09-23,0.08779,0.08988,0.08667,0.08854
THETA,2018-09-24,0.08854,0.08854,0.08434,0.08565
THETA,2018-09-25,0.08565,0.08704,0.08215,0.0862
THETA,2018-09-26,0.0862,0.08673,0.08098,0.08453
THETA,2018-09-27,0.08453,0.08899,0.08453,0.08772
THETA,2018-09-28,0.08772,0.08792,0.08526,0.08613
THETA,2018-09-29,0.08613,0.09708,0.08459,0.08697
THETA,2018-09-30,0.08724,0.09127,0.08651,0.08823
THETA,2018-10-01,0.08836,0.09358,0.08752,0.09015
THETA,2018-10-02,0.09015,0.09449,0.08888,0.09312
THETA,2018-10-03,0.0926,0.09264,0.08823,0.09128
THETA,2018-10-04,0.09129,0.09909,0.09113,0.09876
THETA,2018-10-05,0.09903,0.1029,0.09465,0.09704
THETA,2018-10-06,0.09704,0.09704,0.09325,0.09351
THETA,2018-10-07,0.09351,0.09783,0.09281,0.09644
THETA,2018-10-08,0.09645,0.1017,0.09596,0.09689
THETA,2018-10-09,0.09689,0.09735,0.09556,0.09716
THETA,2018-10-10,0.09716,0.1009,0.09391,0.09845
THETA,2018-10-11,0.09799,0.09799,0.07861,0.07979
THETA,2018-10-12,0.07979,0.08364,0.07976,0.08251
THETA,2018-10-13,0.08253,0.08856,0.08248,0.08386
THETA,2018-10-14,0.08354,0.09235,0.08274,0.09046
THETA,2018-10-15,0.0909,0.09978,0.08312,0.09039
THETA,2018-10-16,0.0904,0.09229,0.08887,0.09025
THETA,2018-10-17,0.09025,0.09375,0.08994,0.09053
THETA,2018-10-18,0.09056,0.09056,0.08598,0.08656
THETA,2018-10-19,0.08657,0.08798,0.08507,0.08721
THETA,2018-10-20,0.08721,0.09015,0.08691,0.08957
THETA,2018-10-21,0.08957,0.09049,0.08827,0.08912
THETA,2018-10-22,0.08912,0.08973,0.0872,0.0894
THETA,2018-10-23,0.08942,0.09207,0.08696,0.09091
THETA,2018-10-24,0.09091,0.09099,0.08788,0.08898
THETA,2018-10-25,0.08899,0.08899,0.08479,0.08731
THETA,2018-10-26,0.08731,0.08879,0.08633,0.0873
THETA,2018-10-27,0.0873,0.09162,0.08709,0.08935
THETA,2018-10-28,0.08942,0.09648,0.08871,0.09383
THETA,2018-10-29,0.09383,0.09383,0.08612,0.08821
THETA,2018-10-30,0.08821,0.09035,0.0865,0.08902
THETA,2018-10-31,0.08902,0.09127,0.08734,0.08987
THETA,2018-11-01,0.08994,0.09636,0.08994,0.094
THETA,2018-11-02,0.094,0.09509,0.09164,0.09304
THETA,2018-11-03,0.09304,0.09386,0.09022,0.09188
THETA,2018-11-04,0.09189,0.09532,0.09106,0.09248
THETA,2018-11-05,0.09248,0.0958,0.09187,0.09342
THETA,2018-11-06,0.09348,0.09447,0.08884,0.09227
THETA,2018-11-07,0.09227,0.09311,0.09031,0.09292
THETA,2018-11-08,0.09294,0.09579,0.08915,0.09108
THETA,2018-11-09,0.09108,0.09108,0.08776,0.08878
THETA,2018-11-10,0.08878,0.0891,0.08737,0.08865
THETA,2018-11-11,0.08865,0.0892,0.08516,0.08702
THETA,2018-11-12,0.08702,0.09193,0.08574,0.08855
THETA,2018-11-13,0.08855,0.089,0.08558,0.08558
THETA,2018-11-14,0.08558,0.08558,0.07165,0.07418
THETA,2018-11-15,0.07417,0.07421,0.07127,0.07314
THETA,2018-11-16,0.07314,0.07771,0.07095,0.07145
THETA,2018-11-17,0.07146,0.07262,0.06794,0.06861
THETA,2018-11-18,0.0686,0.07075,0.0686,0.0707
THETA,2018-11-19,0.0707,0.0707,0.05444,0.05974
THETA,2018-11-20,0.05974,0.06019,0.04842,0.0505
THETA,2018-11-21,0.0505,0.05654,0.04965,0.05645
THETA,2018-11-22,0.05631,0.05631,0.05098,0.0525
THETA,2018-11-23,0.0525,0.0615,0.05125,0.05646
THETA,2018-11-24,0.05646,0.05646,0.04795,0.05037
THETA,2018-11-25,0.05037,0.05318,0.04833,0.05297
THETA,2018-11-26,0.05298,0.05298,0.04837,0.05166
THETA,2018-11-27,0.05166,0.05226,0.04993,0.05085
THETA,2018-11-28,0.05085,0.05781,0.05085,0.0547
THETA,2018-11-29,0.0547,0.05646,0.05268,0.05371
THETA,2018-11-30,0.05371,0.1388,0.04952,0.0895
THETA,2018-12-01,0.0895,0.09419,0.07631,0.08038
THETA,2018-12-02,0.08022,0.08022,0.06655,0.06771
THETA,2018-12-03,0.06771,0.06771,0.05958,0.06136
THETA,2018-12-04,0.06136,0.0749,0.06136,0.06558
THETA,2018-12-05,0.06558,0.06558,0.05655,0.05707
THETA,2018-12-06,0.05707,0.05707,0.0482,0.04932
THETA,2018-12-07,0.04932,0.04932,0.04457,0.04755
THETA,2018-12-08,0.04755,0.05192,0.04582,0.04686
THETA,2018-12-09,0.04686,0.04972,0.04686,0.04782
THETA,2018-12-10,0.04782,0.04962,0.0457,0.04851
THETA,2018-12-11,0.04851,0.04851,0.04503,0.0454
THETA,2018-12-12,0.0454,0.0473,0.04469,0.04521
THETA,2018-12-13,0.04521,0.04591,0.04184,0.04197
THETA,2018-12-14,0.04197,0.04213,0.04073,0.04135
THETA,2018-12-15,0.04135,0.04176,0.04057,0.04128
THETA,2018-12-16,0.04128,0.04268,0.04092,0.04157
THETA,2018-12-17,0.04157,0.04588,0.04157,0.04513
THETA,2018-12-18,0.04513,0.0473,0.04513,0.04615
THETA,2018-12-19,0.04615,0.05041,0.04592,0.04678
THETA,2018-12-20,0.04678,0.05251,0.04678,0.05044
THETA,2018-12-21,0.05044,0.05044,0.04542,0.04874
THETA,2018-12-22,0.04874,0.07035,0.04874,0.05595
THETA,2018-12-23,0.05595,0.05955,0.05402,0.05587
THETA,2018-12-24,0.05587,0.05719,0.0536,0.05437
THETA,2018-12-25,0.05437,0.05437,0.0474,0.04878
THETA,2018-12-26,0.04878,0.05019,0.04749,0.04811
THETA,2018-12-27,0.04811,0.04811,0.0435,0.04368
THETA,2018-12-28,0.04368,0.05997,0.04368,0.05053
THETA,2018-12-29,0.05053,0.05396,0.0486,0.05054
THETA,2018-12-30,0.05054,0.05198,0.04952,0.05038
THETA,2018-12-31,0.05038,0.05038,0.04654,0.04699
THETA,2019-01-01,0.04699,0.05246,0.04699,0.05017
THETA,2019-01-02,0.05017,0.05213,0.04904,0.05086
THETA,2019-01-03,0.05086,0.05504,0.04921,0.0529
THETA,2019-01-04,0.0529,0.05346,0.05036,0.05168
THETA,2019-01-05,0.05168,0.0517,0.04981,0.05047
THETA,2019-01-06,0.05047,0.05543,0.05047,0.05227
THETA,2019-01-07,0.05227,0.05391,0.05091,0.05152
THETA,2019-01-08,0.05152,0.05261,0.04986,0.05071
THETA,2019-01-09,0.05071,0.05182,0.05032,0.05109
THETA,2019-01-10,0.05109,0.05109,0.04424,0.04468
THETA,2019-01-11,0.04468,0.04689,0.04432,0.04616
THETA,2019-01-12,0.04616,0.0472,0.04555,0.04679
THETA,2019-01-13,0.04679,0.04744,0.0434,0.04421
THETA,2019-01-14,0.04421,0.04685,0.04421,0.04656
THETA,2019-01-15,0.04656,0.04769,0.04494,0.04584
THETA,2019-01-16,0.04584,0.04763,0.04584,0.0473
THETA,2019-01-17,0.0473,0.04916,0.0471,0.04784
THETA,2019-01-18,0.04784,0.04784,0.04626,0.04695
THETA,2019-01-19,0.04695,0.05707,0.04695,0.05102
THETA,2019-01-20,0.05102,0.05102,0.04585,0.04681
THETA,2019-01-21,0.04681,0.04819,0.04586,0.04765
THETA,2019-01-22,0.04765,0.05068,0.04686,0.04974
THETA,2019-01-23,0.04974,0.05422,0.04887,0.05179
THETA,2019-01-24,0.05179,0.05355,0.05045,0.05175
THETA,2019-01-25,0.05175,0.05715,0.05088,0.05543
THETA,2019-01-26,0.05543,0.06452,0.05535,0.06204
THETA,2019-01-27,0.06204,0.06799,0.05547,0.05701
THETA,2019-01-28,0.05701,0.05701,0.04942,0.05197
THETA,2019-01-29,0.05197,0.05466,0.05103,0.05233
THETA,2019-01-30,0.05233,0.05478,0.0518,0.05381
THETA,2019-01-31,0.05381,0.05381,0.0499,0.0523
THETA,2019-02-01,0.0523,0.05819,0.05151,0.05774
THETA,2019-02-02,0.05774,0.06112,0.05579,0.05712
THETA,2019-02-03,0.05712,0.05716,0.05409,0.05568
THETA,2019-02-04,0.05568,0.06228,0.05466,0.06049
THETA,2019-02-05,0.06049,0.07009,0.05964,0.06875
THETA,2019-02-06,0.06875,0.07364,0.0623,0.06281
THETA,2019-02-07,0.06281,0.07038,0.06224,0.06889
THETA,2019-02-08,0.06889,0.07529,0.06889,0.07177
THETA,2019-02-09,0.07177,0.08031,0.0687,0.07849
THETA,2019-02-10,0.07849,0.09891,0.0765,0.08634
THETA,2019-02-11,0.08634,0.0944,0.08277,0.08718
THETA,2019-02-12,0.08718,0.08751,0.08136,0.0836
THETA,2019-02-13,0.0836,0.09336,0.08203,0.09144
THETA,2019-02-14,0.09144,0.09822,0.08871,0.09255
THETA,2019-02-15,0.09255,0.09472,0.08951,0.09214
THETA,2019-02-16,0.09214,0.093,0.08555,0.08725
THETA,2019-02-17,0.08725,0.09309,0.08725,0.08994
THETA,2019-02-18,0.08994,0.09676,0.08749,0.08913
THETA,2019-02-19,0.08913,0.09395,0.08637,0.0912
THETA,2019-02-20,0.0912,0.1034,0.09109,0.09776
THETA,2019-02-21,0.09776,0.09913,0.09063,0.09173
THETA,2019-02-22,0.09173,0.09815,0.0917,0.09628
THETA,2019-02-23,0.09628,0.1015,0.09628,0.09738
THETA,2019-02-24,0.09738,0.09738,0.08569,0.08788
THETA,2019-02-25,0.08788,0.1162,0.08788,0.1115
THETA,2019-02-26,0.1115,0.1313,0.1042,0.1241
THETA,2019-02-27,0.1241,0.1486,0.1227,0.1445
THETA,2019-02-28,0.1445,0.1486,0.1304,0.1442
THETA,2019-03-01,0.1442,0.1528,0.1384,0.1405
THETA,2019-03-02,0.1405,0.1433,0.1372,0.1404
THETA,2019-03-03,0.1404,0.1439,0.1299,0.1305
THETA,2019-03-04,0.1305,0.1305,0.111,0.1238
THETA,2019-03-05,0.1238,0.1316,0.1206,0.1278
THETA,2019-03-06,0.1278,0.1494,0.1245,0.1389
THETA,2019-03-07,0.1389,0.1416,0.1292,0.1324
THETA,2019-03-08,0.1324,0.1333,0.1228,0.1252
THETA,2019-03-09,0.1252,0.1395,0.1252,0.1395
THETA,2019-03-10,0.1395,0.2045,0.1348,0.1905
THETA,2019-03-11,0.1905,0.1922,0.1473,0.1501
THETA,2019-03-12,0.1501,0.1726,0.1143,0.1328
THETA,2019-03-13,0.1328,0.1406,0.1282,0.1346
THETA,2019-03-14,0.1346,0.1496,0.1224,0.1336
THETA,2019-03-15,0.1336,0.1435,0.1293,0.1334
THETA,2019-03-16,0.1334,0.1377,0.1279,0.1322
THETA,2019-03-17,0.1322,0.1369,0.1276,0.1364
THETA,2019-03-18,0.1364,0.1391,0.1301,0.1314
THETA,2019-03-19,0.1314,0.1356,0.1274,0.1283
THETA,2019-03-20,0.1283,0.1323,0.1249,0.1286
THETA,2019-03-21,0.1286,0.1297,0.1183,0.1207
THETA,2019-03-22,0.1207,0.1339,0.1199,0.1238
THETA,2019-03-23,0.1238,0.1247,0.1201,0.1208
THETA,2019-03-24,0.1208,0.124,0.115,0.1172
THETA,2019-03-25,0.1172,0.1172,0.1045,0.1073
THETA,2019-03-26,0.1073,0.1113,0.1018,0.1081
THETA,2019-03-27,0.1081,0.1162,0.1065,0.1116
THETA,2019-03-28,0.1116,0.1172,0.1113,0.1133
THETA,2019-03-29,0.1133,0.1154,0.1096,0.1109
THETA,2019-03-30,0.1109,0.1122,0.1074,0.1086
THETA,2019-03-31,0.1086,0.1128,0.1064,0.1116
THETA,2019-04-01,0.1116,0.1136,0.1072,0.1088
THETA,2019-04-02,0.1088,0.1297,0.1088,0.114
THETA,2019-04-03,0.114,0.1227,0.1078,0.1107
THETA,2019-04-04,0.1107,0.125,0.1086,0.1206
THETA,2019-04-05,0.1206,0.1307,0.1206,0.1223
THETA,2019-04-06,0.1223,0.1238,0.1152,0.1174
THETA,2019-04-07,0.1174,0.1288,0.1155,0.1239
THETA,2019-04-08,0.1239,0.1264,0.1164,0.118
THETA,2019-04-09,0.118,0.1351,0.1106,0.127
THETA,2019-04-10,0.127,0.1358,0.1209,0.1242
THETA,2019-04-11,0.1242,0.1242,0.1072,0.111
THETA,2019-04-12,0.111,0.1192,0.1081,0.1155
THETA,2019-04-13,0.1155,0.1189,0.1126,0.1176
THETA,2019-04-14,0.1176,0.1274,0.1176,0.1215
THETA,2019-04-15,0.1215,0.1239,0.1148,0.1182
THETA,2019-04-16,0.1182,0.1374,0.1182,0.1324
THETA,2019-04-17,0.1324,0.1359,0.1268,0.1282
THETA,2019-04-18,0.1282,0.1313,0.1255,0.1267
THETA,2019-04-19,0.1267,0.1275,0.1204,0.1224
THETA,2019-04-20,0.1224,0.1261,0.1202,0.124
THETA,2019-04-21,0.124,0.1241,0.1118,0.1149
THETA,2019-04-22,0.1149,0.1197,0.1117,0.1122
THETA,2019-04-23,0.1122,0.1179,0.1092,0.1104
THETA,2019-04-24,0.1104,0.1104,0.09606,0.1007
THETA,2019-04-25,0.1007,0.1007,0.09035,0.09448
THETA,2019-04-26,0.09448,0.1069,0.09332,0.1026
THETA,2019-04-27,0.1026,0.104,0.09873,0.1014
THETA,2019-04-28,0.1013,0.1023,0.0977,0.09838
